AA001AA;MAZDA Mazda 6;Mazda 6 II FastWagon 2.0 MZR Break 16V Activematic 147 cv;http://www.oscaro.com/mazda-mazda-6-ii-fastwagon-2-0-mzr-break-16v-activematic-147-cv-boite-auto-31457-2632-t
AA004AA;RENAULT Modus;Modus Phase 2 1.2 i TCE 16V eco2 100 cv;http://www.oscaro.com/renault-modus-phase-2-1-2-i-tce-16v-eco2-100-cv-expression-28601-277-t
AA005AA;RENAULT Clio;Clio III 3 Portes 1.5 dCi 68cv;http://www.oscaro.com/renault-clio-iii-3-portes-1-5-dci-68cv-confort-pack-clim-10860-639-t
AA006AA;RENAULT Twingo;Twingo II (X44) 1.2 i 16v 75cv;http://www.oscaro.com/renault-twingo-ii-x44-1-2-i-16v-75cv-expression-8278-277-t
AA008AA;FORD Ka;Ka II 1.3 TDCi 75 cv;http://www.oscaro.com/ford-ka-ii-1-3-tdci-75-cv-zetec-29593-39-t
AA010AA;DACIA Sandero;Sandero 1.5 dCi Hatchback 70 cv;http://www.oscaro.com/dacia-sandero-1-5-dci-hatchback-70-cv-ambiance-29942-2193-t
AA012AA;MAZDA Mazda 2;Mazda 2 II 1.4 CD 68 cv;http://www.oscaro.com/mazda-mazda-2-ii-1-4-cd-68-cv-harmonie-31444-1642-t
AA014AA;PEUGEOT 407;407 Berline 2.0 HDi FAP 16V 136 cv;http://www.oscaro.com/peugeot-407-berline-2-0-hdi-fap-16v-136-cv-boite-auto-confort-34068-105-t
AA018AA;MAZDA Mazda 6;Mazda 6 II 2.2 MZR-CD 16V 125 cv;http://www.oscaro.com/mazda-mazda-6-ii-2-2-mzr-cd-16v-125-cv-elegance-31448-1923-t
AA020AA;RENAULT MÈgane;Megane III CoupÈ 1.5 dCi eco2 106 cv;http://www.oscaro.com/renault-megane-iii-coupe-1-5-dci-eco2-106-cv-dynamique-34367-730-t
AA023AA;NISSAN Qashqai;Qashqai (J10E) 1.5 dCi 106cv;http://www.oscaro.com/nissan-qashqai-j10e-1-5-dci-106cv-tekna-21631-333-t
AA024AA;RENAULT Clio;Clio Campus Evolution 5 portes 1.2 i 16V GPL Eco2 59 cv;http://www.oscaro.com/renault-clio-campus-evolution-5-portes-1-2-i-16v-gpl-eco2-59-cv-32007-1818-t
AA025AA;FORD Fiesta;Fiesta VI 5 portes 1.4 TDCi 68 cv;http://www.oscaro.com/ford-fiesta-vi-5-portes-1-4-tdci-68-cv-ambiente-29590-165-t
AA027AA;FORD Fiesta;Fiesta VI 5 portes 1.6 TDCi 90 cv;http://www.oscaro.com/ford-fiesta-vi-5-portes-1-6-tdci-90-cv-titanium-29591-1870-t
AA028AA;FORD Focus;Focus II Phase 2 Hatchback 1.8 TDCi 115 cv;http://www.oscaro.com/ford-focus-ii-phase-2-hatchback-1-8-tdci-115-cv-trend-30106-1621-t
AA030AA;FORD C-Max;C-Max (CB3) 1.8 TDCi 115cv;http://www.oscaro.com/ford-c-max-cb3-1-8-tdci-115cv-trend-12662-1621-t
AA035AA;NISSAN Qashqai;Qashqai+2 (JJ10E) 2.0 dCi 4WD 150 cv;http://www.oscaro.com/nissan-qashqai-2-jj10e-2-0-dci-4wd-150-cv-tekna-29658-333-t
AA037AA;RENAULT Koleos;Koleos (X45) 2.0 dCi 4x4 SUV 16V FAP 150 cv;http://www.oscaro.com/renault-koleos-x45-2-0-dci-4x4-suv-16v-fap-150-cv-boite-auto-30036-1818-t
AA039AA;VOLVO C70;C70 CC D5 2.0 D CoupÈ Cabriolet 16V 136 cv;http://www.oscaro.com/volvo-c70-cc-d5-2-0-d-coupe-cabriolet-16v-136-cv-30066-619-t
AA041AA;PEUGEOT Partner;Partner Teepee (B9) 1.6 HDi 90 cv;http://www.oscaro.com/peugeot-partner-teepee-b9-1-6-hdi-90-cv-28521-611-t
AA043AA;FORD Fiesta;Fiesta VI 5 portes 1.4 i 96 cv;http://www.oscaro.com/ford-fiesta-vi-5-portes-1-4-i-96-cv-trend-29587-1621-t
AA044AA;RENAULT Clio;Clio III 5 Portes 1.5 dCi 86cv;http://www.oscaro.com/renault-clio-iii-5-portes-1-5-dci-86cv-confort-pack-clim-22413-639-t
AA047AA;FORD Transit;Transit 2006 traction 2.2 TDCi Fourgon 110cv;http://www.oscaro.com/ford-transit-2006-traction-2-2-tdci-fourgon-110cv-350ms-14711-51-t
AA048AA;KIA Ceed;Ceed SW 1.6 CRDi Break 90cv;http://www.oscaro.com/kia-ceed-sw-1-6-crdi-break-90cv-ex-15163-640-t
AA052AA;PEUGEOT Expert;Expert II VUL 229 2.0 HDi Fourgon 120cv;http://www.oscaro.com/peugeot-expert-ii-vul-229-2-0-hdi-fourgon-120cv-confort-7432-105-t
AA059AA;KIA Picanto;Picanto (SA) Phase 2 1.0 62 cv;http://www.oscaro.com/kia-picanto-sa-phase-2-1-0-62-cv-28211-2710-t
AA063AA;FORD C-Max;C-Max (CB3) 1.6 TDCi DPF 109cv;http://www.oscaro.com/ford-c-max-cb3-1-6-tdci-dpf-109cv-trend-3278-1621-t
AA064AA;TOYOTA RAV4;RAV4 2.0 D-4D Break 116cv;http://www.oscaro.com/toyota-rav4-2-0-d-4d-break-116cv-sol-13266-899-t
AA066AA;FORD Ka;Ka II 1.2 i 69 cv;http://www.oscaro.com/ford-ka-ii-1-2-i-69-cv-zetec-29592-39-t
AA072AA;HYUNDAI i10;i10 1.1 CRDi 12V 75 cv;http://www.oscaro.com/hyundai-i10-1-1-crdi-12v-75-cv-31535-2411-t
AA073AA;FORD Mondeo;Mondeo III Hatchback 2.2 TDCi FAP 175 cv;http://www.oscaro.com/ford-mondeo-iii-hatchback-2-2-tdci-fap-175-cv-ghia-x-30569-511-t
AA077AA;MERCEDES-BENZ Classe A;Classe A (W169) A 160 CDI 1.9 CDi 82cv;http://www.oscaro.com/mercedes-benz-classe-a-w169-a-160-cdi-1-9-cdi-82cv-avantgarde-5153-1267-t
AA078AA;VOLVO C30;C30 1.6 D Turbo 110cv;http://www.oscaro.com/volvo-c30-1-6-d-turbo-110cv-summum-19400-2-t
AA079AA;KIA Rio;Rio II (BN) 1.5 CRDi 16V 110 cv;http://www.oscaro.com/kia-rio-ii-bn-1-5-crdi-16v-110-cv-34236-2710-t
AA080AA;RENAULT Kangoo;Kangoo Express I Fourgon 1.9 D 65cv;http://www.oscaro.com/renault-kangoo-express-i-fourgon-1-9-d-65cv-rlc-7734-197-t
AA081AA;MERCEDES-BENZ Classe E;Classe E (210) Berline (W210) E320 3.2 CDI 197cv;http://www.oscaro.com/mercedes-benz-classe-e-210-berline-w210-e320-3-2-cdi-197cv-boite-auto-21303-2713-t
AA088AA;VOLVO S60;S60 D5 2.4 TDi Berline 163cv;http://www.oscaro.com/volvo-s60-d5-2-4-tdi-berline-163cv-boite-auto-summum-14484-2-t
AA089AA;RENAULT Laguna;Laguna III Berline 2.0 dCi 150 cv;http://www.oscaro.com/renault-laguna-iii-berline-2-0-dci-150-cv-boite-auto-expression-28562-277-t
AA090AA;RENAULT Clio;Clio I 5 portes Phase 1&2 1.9 D 65cv;http://www.oscaro.com/renault-clio-i-5-portes-phase-1-2-1-9-d-65cv-rt-17605-50-t
AA092AA;RENAULT Modus;Modus Phase 2 1.5 dCi eco2 86 cv;http://www.oscaro.com/renault-modus-phase-2-1-5-dci-eco2-86-cv-expression-32004-277-t
AA093AA;RENAULT Koleos;Koleos (X45) 2.0 dCi 4x4 SUV 16V FAP 175 cv;http://www.oscaro.com/renault-koleos-x45-2-0-dci-4x4-suv-16v-fap-175-cv-30038-1818-t
AA094AA;CITROÎN C3;C3 II 1.1 i 61cv;http://www.oscaro.com/citroen-c3-ii-1-1-i-61cv-pack-ambiance-2654-1856-t
AA095AA;FORD Transit;Transit 2006 traction 2.2 TDCi Fourgon 85cv;http://www.oscaro.com/ford-transit-2006-traction-2-2-tdci-fourgon-85cv-300ms-5344-176-t
AA096AA;AUDI Q5;Q5 (8RB) 3.0 TDI V6 Quattro S Tronic 7 239 cv;http://www.oscaro.com/audi-q5-8rb-3-0-tdi-v6-quattro-s-tronic-7-239-cv-boite-auto-29558-824-t
AA100AA;RENAULT Kangoo;Kangoo I FL break 1.9 dTi 82cv;http://www.oscaro.com/renault-kangoo-i-fl-break-1-9-dti-82cv-expression-10968-277-t
AA104AA;FORD C-Max;C-Max (CB3) 1.6 TDCi 90cv;http://www.oscaro.com/ford-c-max-cb3-1-6-tdci-90cv-trend-19834-1621-t
AA106AA;FORD Fiesta;Fiesta VI 3 portes 1.25 i 16V 82 cv;http://www.oscaro.com/ford-fiesta-vi-3-portes-1-25-i-16v-82-cv-ambiente-32048-165-t
AA115AA;NISSAN Qashqai;Qashqai+2 (JJ10E) 2.0 dCi 4WD 150 cv;http://www.oscaro.com/nissan-qashqai-2-jj10e-2-0-dci-4wd-150-cv-boite-auto-tekna-29659-333-t
AA117AA;RENAULT Clio;Clio III Estate 1.5 dCi 106 cv;http://www.oscaro.com/renault-clio-iii-estate-1-5-dci-106-cv-dynamique-28539-730-t
AA118AA;RENAULT Clio;Clio III 5 Portes 1.5 dCi 68cv;http://www.oscaro.com/renault-clio-iii-5-portes-1-5-dci-68cv-confort-pack-clim-17245-639-t
AA120AA;LAND ROVER Freelander;Freelander 2 2.2 TD4 4x4 160cv;http://www.oscaro.com/land-rover-freelander-2-2-2-td4-4x4-160cv-6745-963-t
AA121AA;FORD Fiesta;Fiesta VI 3 portes 1.6 TDCi 16V 90 cv;http://www.oscaro.com/ford-fiesta-vi-3-portes-1-6-tdci-16v-90-cv-titanium-32052-1870-t
AA122AA;FORD Kuga;Kuga 2.0 TDCi FAP 136 cv;http://www.oscaro.com/ford-kuga-2-0-tdci-fap-136-cv-trend-30130-1621-t
AA124AA;VOLKSWAGEN Golf;Golf VI 5 Portes 2.0 TDI DPF 16V 110 cv;http://www.oscaro.com/volkswagen-golf-vi-5-portes-2-0-tdi-dpf-16v-110-cv-confortline-31590-9-t
AA126AA;PEUGEOT Boxer;Boxer I 14Q 2.5 D Fourgon 86cv;http://www.oscaro.com/peugeot-boxer-i-14q-2-5-d-fourgon-86cv-320m-17007-74-t
AA127AA;HYUNDAI i30;i30 CW (CZ) 1.6 CRDi Break 16V 90 cv;http://www.oscaro.com/hyundai-i30-cw-cz-1-6-crdi-break-16v-90-cv-30325-2411-t
AA128AA;FORD Fiesta;Fiesta VI 3 portes 1.4 TDCi 68 cv;http://www.oscaro.com/ford-fiesta-vi-3-portes-1-4-tdci-68-cv-trend-32051-1621-t
AA129AA;AUDI Q5;Q5 (8RB) 2.0 TFSI Quattro S Tronic 7 211 cv;http://www.oscaro.com/audi-q5-8rb-2-0-tfsi-quattro-s-tronic-7-211-cv-boite-auto-29556-824-t
AA133AA;RENAULT Espace;Espace IV Phase 2 2.0 dCi 150cv;http://www.oscaro.com/renault-espace-iv-phase-2-2-0-dci-150cv-expression-17271-277-t
AA134AA;LAND ROVER Range Rover;Range Rover Sport 2.7 TDV6 190cv;http://www.oscaro.com/land-rover-range-rover-sport-2-7-tdv6-190cv-boite-auto-6751-963-t
AA137AA;PEUGEOT Boxer;Boxer III Fourgon 335 2.2 HDi moyen surÈlevÈ L2H2 16V 100 cv;http://www.oscaro.com/peugeot-boxer-iii-fourgon-335-2-2-hdi-moyen-sureleve-l2h2-16v-100-cv-38978-611-t
AA138AA;FORD Fiesta;Fiesta VI 3 portes 1.6 Ti-VCT 16V 120 cv;http://www.oscaro.com/ford-fiesta-vi-3-portes-1-6-ti-vct-16v-120-cv-titanium-32054-1870-t
AA143AA;NISSAN X-Trail;X-Trail (T31) (JPN) 2.0 4x4 All Mode 140 cv;http://www.oscaro.com/nissan-x-trail-t31-jpn-2-0-4x4-all-mode-140-cv-xe-29052-724-t
AA144AA;RENAULT Clio;Clio III Estate 1.5 dCi 86 cv;http://www.oscaro.com/renault-clio-iii-estate-1-5-dci-86-cv-dynamique-28536-730-t
AA152AA;SUZUKI Splash;Splash 1.0 i 65 cv;http://www.oscaro.com/suzuki-splash-1-0-i-65-cv-confort-29435-214-t
AA153AA;RENAULT Clio;Clio III 3 Portes 1.5 dCi 86cv;http://www.oscaro.com/renault-clio-iii-3-portes-1-5-dci-86cv-confort-pack-clim-17242-639-t
AA155AA;JEEP Wrangler-CJ;Wrangler JK 2.8 CRD 4WD 16V 177 cv;http://www.oscaro.com/jeep-wrangler-jk-2-8-crd-4wd-16v-177-cv-sport-31960-2565-t
AA163AA;SUBARU Forester;Forester 3 2.0 D 4WD 16V 147 cv;http://www.oscaro.com/subaru-forester-3-2-0-d-4wd-16v-147-cv-30446-2720-t
AA171AA;CITROÎN C5;C5- (X7) C5 Berline 2.0 HDi FAP 140 cv;http://www.oscaro.com/citroen-c5-x7-c5-berline-2-0-hdi-fap-140-cv-30227-1906-t
AA173AA;PEUGEOT 407;407 Berline 2.2 HDi 170cv;http://www.oscaro.com/peugeot-407-berline-2-2-hdi-170cv-signature-10312-555-t
AA174AA;DACIA Sandero;Sandero 1.4 MPI 75 cv;http://www.oscaro.com/dacia-sandero-1-4-mpi-75-cv-ambiance-29407-2193-t
AA176AA;FORD Fiesta;Fiesta VI 5 portes 1.25 i 82 cv;http://www.oscaro.com/ford-fiesta-vi-5-portes-1-25-i-82-cv-ambiente-29586-165-t
AA177AA;BMW SÈrie 5;SÈrie 5 (E39) Touring 525d 2.5 d 163cv;http://www.oscaro.com/bmw-serie-5-e39-touring-525d-2-5-d-163cv-boite-auto-3199-202-t
AA178AA;PEUGEOT Bipper;Bipper 1.4 HDi Fourgon 117 70 cv;http://www.oscaro.com/peugeot-bipper-1-4-hdi-fourgon-117-70-cv-28482-611-t
AA181AA;CITROÎN Berlingo;Berlingo (M59) Utilitaire 1.9 D Fourgon 70cv;http://www.oscaro.com/citroen-berlingo-m59-utilitaire-1-9-d-fourgon-70cv-1689-1906-t
AA185AA;CITROÎN C5;C5 Phase 2 1.6 HDi 110cv;http://www.oscaro.com/citroen-c5-phase-2-1-6-hdi-110cv-2670-1906-t
AA189AA;MERCEDES-BENZ Classe E;Classe E (211) Berline (W211) E 320 3.2 CDI 204cv;http://www.oscaro.com/mercedes-benz-classe-e-211-berline-w211-e-320-3-2-cdi-204cv-boite-auto-avantgarde-8115-1267-t
AA190AA;PEUGEOT 407;407 Coupe 2.0 HDi 136 cv;http://www.oscaro.com/peugeot-407-coupe-2-0-hdi-136-cv-confort-29684-105-t
AA195AA;FORD Fiesta;Fiesta VI 3 portes 1.25 i 16V 60 cv;http://www.oscaro.com/ford-fiesta-vi-3-portes-1-25-i-16v-60-cv-ambiente-32047-165-t
AA197AA;PEUGEOT 307;307 Phase 2 1.6 HDi 90cv;http://www.oscaro.com/peugeot-307-phase-2-1-6-hdi-90cv-confort-pack-10201-55-t
AA199AA;FORD Connect;Tourneo Connect FL 1.8 TDCi Combi court 110 cv;http://www.oscaro.com/ford-tourneo-connect-fl-1-8-tdci-combi-court-110-cv-glx-31870-1378-t
AA207AA;RENAULT Scenic;Scenic II 1.5 dCi 106cv;http://www.oscaro.com/renault-scenic-ii-1-5-dci-106cv-sport-8162-30-t
AA209AA;BMW SÈrie 1;SÈrie 1 (E81) 118d 2.0 d 143cv;http://www.oscaro.com/bmw-serie-1-e81-118d-2-0-d-143cv-14815-202-t
AA210AA;RENAULT MÈgane;Megane III 1.9 dCi 130 Hatchback 130 cv;http://www.oscaro.com/renault-megane-iii-1-9-dci-130-hatchback-130-cv-expression-29730-277-t
AA212AA;FORD Focus;Focus II Phase 2 SW 1.6 TDCi Break 90 cv;http://www.oscaro.com/ford-focus-ii-phase-2-sw-1-6-tdci-break-90-cv-trend-30118-1621-t
AA215AA;VOLKSWAGEN Polo;Polo VIII 1.2 i 70 cv;http://www.oscaro.com/volkswagen-polo-viii-1-2-i-70-cv-28730-919-t
AA216AA;VOLKSWAGEN Touran;Touran II 1.9 TDi 105cv;http://www.oscaro.com/volkswagen-touran-ii-1-9-tdi-105cv-conceptline-24129-543-t
AA218AA;VOLKSWAGEN Scirocco;Scirocco 2.0 TDI 16V DPF 140 cv;http://www.oscaro.com/volkswagen-scirocco-2-0-tdi-16v-dpf-140-cv-carat-30164-483-t
AA219AA;LAND ROVER Range Rover;Range Rover Sport 3.6 TDV8 271cv;http://www.oscaro.com/land-rover-range-rover-sport-3-6-tdv8-271cv-boite-auto-hse-20706-68-t
AA221AA;VOLKSWAGEN Polo;Polo VIII 1.2 i 60 cv;http://www.oscaro.com/volkswagen-polo-viii-1-2-i-60-cv-28729-919-t
AA223AA;VOLVO C30;C30 2.0 D Turbo 136cv;http://www.oscaro.com/volvo-c30-2-0-d-turbo-136cv-summum-14455-2-t
AA227AA;RENAULT MÈgane Scenic;MÈgane Scenic (JA/FA) 1.9 dTi 100cv;http://www.oscaro.com/renault-megane-scenic-ja-fa-1-9-dti-100cv-rt-22589-50-t
AA231AA;VOLKSWAGEN Polo;Polo VIII 1.4 TDi 68cv;http://www.oscaro.com/volkswagen-polo-viii-1-4-tdi-68cv-24089-919-t
AA233AA;CITROÎN Xsara;Xsara CoupÈ (N0) 1.4 i 75cv;http://www.oscaro.com/citroen-xsara-coupe-n0-1-4-i-75cv-vogue-3131-239-t
AA236AA;TOYOTA Corolla Verso;Corolla Verso facelift (AUR/CUR/ZNR) 2.2 D4-D 136cv;http://www.oscaro.com/toyota-corolla-verso-facelift-aur-cur-znr-2-2-d4-d-136cv-sol-13180-899-t
AA238AA;VOLKSWAGEN Polo;Polo VIII 1.4 i 80cv;http://www.oscaro.com/volkswagen-polo-viii-1-4-i-80cv-10928-919-t
AA239AA;VOLKSWAGEN Tiguan;Tiguan 2.0 TDi 4-Motion DPF Tiptronic 140 cv;http://www.oscaro.com/volkswagen-tiguan-2-0-tdi-4-motion-dpf-tiptronic-140-cv-boite-auto-carat-28742-483-t
AA242AA;VOLKSWAGEN Eos;Eos 1.4 FSi 16V 122 cv;http://www.oscaro.com/volkswagen-eos-1-4-fsi-16v-122-cv-30152-919-t
AA243AA;VOLKSWAGEN Golf;Golf VI 5 Portes 1.4 TFSI DSG-7 122 cv;http://www.oscaro.com/volkswagen-golf-vi-5-portes-1-4-tfsi-dsg-7-122-cv-boite-auto-confortline-31557-9-t
AA244AA;VOLKSWAGEN Passat;Passat CC 1.8 TFSI 16V 160 cv;http://www.oscaro.com/volkswagen-passat-cc-1-8-tfsi-16v-160-cv-31597-919-t
AA245AA;VOLKSWAGEN Passat;Passat CC 2.0 TDI DPF 140 cv;http://www.oscaro.com/volkswagen-passat-cc-2-0-tdi-dpf-140-cv-31603-919-t
AA246AA;SEAT Ibiza;Ibiza IV SC 3 portes 1.4 TDi FAP 80 cv;http://www.oscaro.com/seat-ibiza-iv-sc-3-portes-1-4-tdi-fap-80-cv-entry-30058-115-t
AA247AA;SEAT Ibiza;Ibiza IV 5 portes 1.4 TDi FAP 80 cv;http://www.oscaro.com/seat-ibiza-iv-5-portes-1-4-tdi-fap-80-cv-entry-30064-115-t
AA248AA;PEUGEOT 306;306 II Cabriolet (N5) 1.6 i 90cv;http://www.oscaro.com/peugeot-306-ii-cabriolet-n5-1-6-i-90cv-10602-611-t
AA250AA;VOLKSWAGEN Golf;Golf VI Plus 2.0 TDI 16V DPF 110 cv;http://www.oscaro.com/volkswagen-golf-vi-plus-2-0-tdi-16v-dpf-110-cv-30481-919-t
AA256AA;VOLKSWAGEN Passat;Passat B6 Berline 2.0 TDi DPF BlueMotion 16V 110 cv;http://www.oscaro.com/volkswagen-passat-b6-berline-2-0-tdi-dpf-bluemotion-16v-110-cv-29819-919-t
AA257AA;RENAULT Modus;Grand Modus 1.5 dCi eco2 86 cv;http://www.oscaro.com/renault-grand-modus-1-5-dci-eco2-86-cv-expression-30502-277-t
AA258AA;AUDI A6;A6 Berline Quattro 3.0 TDI V6 Quattro Berline Tiptronic-6 239 cv;http://www.oscaro.com/audi-a6-berline-quattro-3-0-tdi-v6-quattro-berline-tiptronic-6-239-cv-boite-auto-29548-824-t
AA261AA;AUDI A3;A3 Sportback SÈrie 2 Phase 2 2.0 TDi 140 cv;http://www.oscaro.com/audi-a3-sportback-serie-2-phase-2-2-0-tdi-140-cv-29362-824-t
AA262AA;CITROÎN Xantia;Xantia I Break  (X1) 1.9 TD 92cv;http://www.oscaro.com/citroen-xantia-i-break-x1-1-9-td-92cv-x-11119-432-t
AA263AA;RENAULT Scenic;Scenic II 1.9 dCi 120cv;http://www.oscaro.com/renault-scenic-ii-1-9-dci-120cv-expression-17539-277-t
AA264AA;VOLKSWAGEN Passat;Passat CC 2.0 TDI DPF DSG6 140 cv;http://www.oscaro.com/volkswagen-passat-cc-2-0-tdi-dpf-dsg6-140-cv-boite-auto-31601-919-t
AA267AA;AUDI TT;TT sÈrie 2 CoupÈ 2.0 TFSi coupÈ 200cv;http://www.oscaro.com/audi-tt-serie-2-coupe-2-0-tfsi-coupe-200cv-boite-auto-1245-824-t
AA268AA;AUDI A3;A3 SÈrie 2 FL 2.0 TDi 140 cv;http://www.oscaro.com/audi-a3-serie-2-fl-2-0-tdi-140-cv-29363-824-t
